P0=2534		P1=10134		P2=0		P3=0		P4=0		
P5=0		P6=100857		P7=0		P8=0		P9=0		
P10=0		P11=0		P12=0		P13=0		P14=0		

IP	src1	src2	src3	src4	dst1	dst2	dst3	dst4
95	 594	 717	 333	 137	 537	 575	 533	 232
96	   0	  41	  23	  93	 539	 522	 539	 237
97	   0	 156	  23	 108	 538	 524	 506	 235
98	 486	   4	  79	  95	 533	 520	 566	 219
99	   8	 197	  17	  94	 539	 531	 568	 195
100	   0	 573	  14	  44	 539	 621	 505	 196
101	   0	  45	  12	  30	 538	 533	 530	 227
102	 614	 330	 205	  21	 537	 544	 525	 219
103	   6	  25	  26	  21	 539	 517	 535	 220
104	   0	 931	  32	  62	 538	 675	 553	 223
105	   0	  33	 341	  67	 539	 516	 613	 219
106	   9	  20	  30	  39	 539	 517	 537	 227
107	 702	  21	 357	  47	 538	 522	 554	 231
108	   8	  20	  26	  27	 539	 525	 517	 219
109	 422	  21	  55	  37	 538	 508	 507	 195
110	 645	  20	 104	  88	 538	 531	 539	 222
111	   2	  21	 264	  89	 539	 518	 524	 219
112	 461	 222	  41	  23	 535	 551	 545	 231
113	   7	  78	 380	  21	 539	 527	 557	 227
114	   0	 344	 324	  68	 539	 534	 529	 239
115	   0	  42	  92	  75	 538	 525	 503	 212
116	 910	   0	  19	  48	 538	 515	 495	 219
117	   8	   0	  52	  46	 539	 515	 564	 227
118	   0	 456	 420	  58	 539	 565	 489	 226
119	   0	   7	 173	  65	 538	 504	 511	 202
120	   0	   0	  45	  80	 539	 516	 524	 209
121	   0	   0	 234	  79	 538	 517	 538	 205
122	 460	 504	 224	  83	 530	 569	 575	 233
123	  12	   7	 271	  91	 539	 513	 513	 225
124	 595	 750	  14	  69	 534	 627	 558	 248
125	   9	   7	  36	  73	 539	 512	 547	 191
126	   0	   0	 207	  52	 538	 530	 578	 183
127	   0	   0	 173	  43	 539	 523	 592	 197
128	   5	   8	  31	  17	 541	 506	 573	 218
129	 644	 442	 322	  22	 540	 555	 533	 201
130	   4	 646	 273	  69	 540	 614	 564	 230
131	 658	  17	  36	  63	 540	 517	 515	 226
132	   6	 278	  46	  57	 540	 557	 542	 226
133	 706	 536	  19	  63	 539	 585	 523	 228
134	   0	  17	 181	  43	 540	 512	 613	 234
135	   0	 675	 125	  39	 541	 601	 578	 242
136	   0	  65	  20	  59	 540	 514	 518	 222
137	   0	 578	 175	  47	 541	 564	 546	 214
138	  10	 563	  71	  98	 540	 611	 519	 210
139	 695	   4	 119	  91	 537	 502	 535	 225
140	   0	   1	 177	  25	 540	 509	 563	 223
141	   0	  20	 228	  36	 541	 499	 552	 220
142	   7	 405	 180	  36	 541	 558	 514	 250
143	 471	 261	  46	  41	 536	 532	 567	 214
144	   0	 315	 450	  22	 540	 541	 507	 235
145	   0	  12	  68	  22	 541	 510	 499	 205
146	   4	 412	 219	  67	 540	 549	 541	 216
147	1048	 397	  29	  59	 539	 557	 515	 232
148	   6	 553	  34	  17	 540	 563	 505	 208
149	 506	 503	 316	  16	 536	 570	 522	 204
150	   0	 101	 150	  48	 540	 517	 566	 211
151	   0	 421	 151	  51	 541	 543	 559	 194
152	1072	 525	 235	  83	 540	 556	 557	 214
153	   9	   4	 561	  78	 541	 509	 547	 222
154	   0	  44	  21	  17	 540	 510	 508	 234
155	   0	 422	  77	  13	 541	 593	 478	 233
156	   0	  10	  39	  51	 541	 505	 506	 224
157	   0	  10	  87	  64	 540	 504	 554	 231
158	   4	 319	  87	  96	 540	 524	 552	 222
159	1137	  11	 235	 105	 540	 515	 496	 244
160	   0	   0	 455	  12	 541	 513	 534	 242
161	   0	   0	  50	  17	 540	 517	 487	 216
162	   6	   0	  30	  13	 540	 518	 530	 218
163	 807	   0	  27	  15	 540	 520	 569	 230
164	   8	 615	 171	  65	 540	 617	 548	 214
165	 965	  10	  32	  79	 540	 531	 554	 211
166	   0	   0	  50	 147	 541	 527	 496	 244
167	   0	   0	  14	 150	 540	 520	 493	 249
168	   7	   0	  23	  51	 540	 522	 551	 232
169	 695	   0	 107	  53	 535	 524	 557	 232
170	   0	  85	  15	  63	 541	 532	 497	 221
171	   0	 620	  19	  65	 540	 613	 543	 256
172	  13	   0	 365	  71	 541	 513	 541	 221
173	 592	   0	  86	  72	 539	 525	 541	 235
174	   0	  40	 231	 101	 540	 512	 518	 213
175	   0	  39	  61	 106	 541	 520	 572	 232
176	   8	   1	 157	  13	 541	 515	 525	 217
177	 635	 157	  24	  13	 539	 529	 482	 222
178	   0	 366	  13	  14	 541	 560	 525	 201
179	   0	 163	  13	   9	 540	 530	 536	 240
180	 598	   0	 433	  28	 539	 520	 542	 207
181	   6	   0	 156	  29	 540	 525	 531	 222
182	   0	 777	  19	  35	 541	 627	 569	 211
183	   0	 163	  48	  28	 540	 532	 520	 213
184	   0	  79	 261	  37	 541	 527	 503	 231
185	   0	   1	 242	  33	 540	 515	 505	 226
186	 772	 467	 193	  50	 538	 576	 560	 222
187	   4	  44	  32	  42	 540	 517	 572	 220
188	 612	   8	  38	  47	 538	 507	 499	 235
189	   8	 864	 213	  43	 540	 668	 502	 216
190	   0	 159	  45	  36	 541	 524	 518	 218
191	   0	   1	  43	  42	 540	 516	 530	 205
192	  10	   0	  29	  71	 539	 526	 559	 253
193	 969	   0	 134	  89	 538	 513	 521	 213
194	   0	   0	  22	  96	 539	 518	 538	 265
195	   0	   0	  11	  94	 539	 530	 521	 232
196	 594	   0	  11	  63	 537	 524	 525	 234
197	   3	   0	  14	  70	 539	 519	 547	 225
198	   0	   0	 353	  63	 539	 518	 545	 216
199	   0	   0	  21	  62	 539	 519	 516	 238
200	   7	   4	  16	 104	 539	 520	 566	 232
201	1017	 398	  76	 114	 538	 561	 556	 248
202	   0	   0	 145	  58	 539	 523	 556	 234
203	   0	   0	 205	  66	 539	 514	 526	 227
204	   7	   5	 133	  32	 539	 513	 539	 215
205	 778	 343	 190	  33	 538	 576	 497	 250
206	   0	   0	 461	  49	 538	 526	 533	 214
207	   0	   0	  30	  53	 539	 515	 518	 235
208	   0	 386	  66	  17	 539	 572	 525	 232
209	   0	  42	 380	  21	 539	 508	 542	 231
210	 616	 696	 233	  40	 537	 619	 535	 231
211	   8	  44	 205	  47	 539	 508	 540	 226
212	   0	 614	  14	  14	 539	 558	 534	 217
213	   0	  37	  16	  15	 538	 510	 560	 234
214	 966	  38	  33	  15	 538	 516	 561	 257
215	   9	  21	  33	  21	 539	 516	 519	 248
216	 657	  22	  24	  17	 538	 515	 568	 237
217	   3	 922	  19	  14	 539	 640	 523	 234
218	   5	 758	 584	  81	 539	 629	 487	 223
219	 555	  59	 290	  81	 538	 513	 520	 210
220	  10	  21	  65	 140	 539	 513	 534	 254
221	 583	  20	  17	 136	 537	 511	 507	 251
222	   0	 427	 247	 115	 539	 535	 554	 218
223	   0	  62	 156	 116	 539	 518	 575	 201
224	   0	  49	 224	  53	 539	 503	 520	 227
225	   0	 453	 238	  51	 539	 598	 474	 211
226	   9	  49	  23	 138	 539	 507	 532	 193
227	 655	 582	 270	 137	 536	 584	 526	 232
228	 591	   0	  12	  24	 534	 507	 547	 216
229	  10	   0	  10	  27	 539	 500	 518	 207
230	   0	1513	 251	  20	 538	 751	 515	 207
231	   0	  96	  63	  21	 539	 507	 558	 205
232	 510	  10	  65	  44	 538	 493	 550	 245
233	   5	 724	 176	  32	 539	 632	 513	 216
234	   3	 880	  35	  69	 539	 635	 504	 216
235	 651	  11	 305	  62	 539	 503	 532	 253
236	   0	   0	 177	  64	 539	 500	 495	 199
237	   0	   0	  24	  55	 539	 503	 550	 229
238	 592	   0	 173	  24	 537	 507	 551	 250
239	   8	   0	 161	  22	 539	 507	 546	 231
240	   0	   0	  32	  53	 538	 501	 548	 225
241	   0	   0	  34	  66	 539	 513	 532	 236
242	 901	   4	  96	  41	 538	 521	 542	 249
243	   6	 455	 392	  47	 539	 589	 535	 229
244	 732	   0	 195	  35	 534	 502	 573	 192
245	   7	   0	  21	  32	 539	 508	 503	 203
246	   0	   0	  35	  76	 539	 510	 506	 224
247	   0	   0	 187	  90	 539	 510	 506	 230
248	   0	 370	  15	 110	 539	 559	 543	 225
249	   0	 427	  75	 118	 539	 600	 535	 219
250	 921	 653	  94	 125	 536	 609	 520	 203
251	   8	  10	 215	 123	 539	 510	 544	 216
252	   0	 556	 407	 106	 539	 604	 514	 210
253	   0	   7	  53	 106	 539	 515	 519	 230
254	   6	   7	   8	  83	 539	 511	 534	 237
255	 487	 550	  17	  72	 538	 604	 524	 231
256	131415	2625	10389	20269	42650	   0	 914	79994
var	-2147483648	24011277	109743072	407044155	-2147483648	-2147483648	-2147483648	1118753153
